Type,Name,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,
QB,Paxton Lynch,26,PIT,1,500000,-2,59,62,80,83,73,76,46,49,43,46,71,45,44,43,,,,,,,,,
QB,Mason Rudolph,25,PIT,2,980000,-2,54,57,71,74,69,72,54,57,46,49,82,47,46,46,,,,,,,,,
QB,Ryan Tannehill,32,TEN,4,29500000,-2,63,63,83,83,77,77,73,73,71,71,73,59,67,71,,,,,,,,,
QB,Logan Woodside,25,TEN,2,500000,-2,57,60,81,84,54,57,57,60,40,42,78,60,47,40,,,,,,,,,
QB,Cole McDonald,21,TEN,4,500000,-2,39,42,68,71,84,87,51,56,59,64,47,49,56,59,,,,,,,,,
QB,Kirk Cousins,32,MIN,3,33000000,-2,55,55,70,70,73,73,71,71,75,75,77,59,70,75,,,,,,,,,
QB,Sean Mannion,28,MIN,1,1050000,-2,48,49,73,75,65,67,52,54,44,45,78,42,43,44,,,,,,,,,
QB,Nate Stanley,23,MIN,4,500000,-2,46,47,76,78,50,51,61,62,35,36,71,37,36,35,,,,,,,,,
QB,A.J. McCarron,30,HOU,1,4000000,-2,53,53,64,64,61,61,54,54,48,48,86,43,46,48,,,,,,,,,
QB,Deshaun Watson,25,HOU,1,3460000,-2,69,72,88,91,78,81,69,75,71,77,78,62,68,71,,,,,,,,,
QB,Alex Smith,36,WAS,3,23500000,-2,54,54,79,79,67,67,59,59,52,52,63,49,51,52,,,,,,,,,
QB,Jake Rudock,27,FA,0,0,-2,54,56,75,77,65,67,51,53,46,47,78,45,46,46,,,,,,,,,
QB,Chad Kelly,26,IND,1,500000,-2,61,63,71,74,67,70,51,53,45,47,73,44,45,45,,,,,,,,,
QB,Phillip Walker,25,FA,0,0,-2,65,68,85,88,71,74,55,58,43,45,78,47,44,43,,,,,,,,,
QB,Kyle Lauletta,25,PHI,2,500000,-2,59,62,83,86,69,72,73,77,33,35,77,57,41,33,,,,,,,,,
QB,Mike White,25,FA,0,0,-2,50,53,69,72,65,68,54,57,41,43,88,59,47,41,,,,,,,,,
QB,Danny Etling,26,FA,0,0,-2,63,66,81,84,71,74,61,63,40,42,84,56,45,40,,,,,,,,,
QB,Alex McGough,25,FA,0,0,-2,69,72,77,80,63,66,51,54,45,47,84,41,44,45,,,,,,,,,
QB,J.T. Barrett,25,PIT,1,500000,-2,65,68,76,79,59,62,50,53,37,39,73,51,42,37,,,,,,,,,
QB,Nick Mullens,25,SF,1,500000,-2,54,57,74,77,69,72,59,62,51,54,71,46,49,51,,,,,,,,,
QB,Kurt Benkert,25,FA,0,0,-2,53,56,74,77,61,64,50,53,41,43,67,38,40,41,,,,,,,,,
QB,Clayton Thorson,25,FA,0,0,-2,63,66,78,81,67,70,54,57,48,50,75,48,48,48,,,,,,,,,
QB,Brett Rypien,24,DEN,2,500000,-2,54,57,80,83,65,68,51,54,47,50,77,44,46,47,,,,,,,,,
QB,Brian Lewerke,23,NE,3,500000,-2,46,49,62,65,82,85,57,61,46,49,75,42,45,46,,,,,,,,,
QB,David Blough,25,FA,0,0,-2,54,57,76,79,67,70,50,53,44,46,71,42,43,44,,,,,,,,,
QB,Jake Dolegala,24,FA,0,0,-2,50,53,76,79,82,85,46,49,38,40,75,42,39,38,,,,,,,,,
QB,Devlin Hodges,24,FA,0,0,-2,54,57,70,73,67,70,52,56,46,49,71,43,45,46,,,,,,,,,
QB,Steven Montez,22,WAS,2,500000,-2,47,50,65,68,86,89,59,64,41,44,55,39,40,41,,,,,,,,,
QB,Cam Newton,31,FA,0,0,-1,71,71,86,86,86,86,63,63,61,61,71,61,61,61,,,,,,,,,
QB,Josh McCown,41,FA,0,0,-2,54,54,76,76,63,63,57,57,55,55,54,48,53,55,,,,,,,,,
QB,Drew Stanton,36,FA,0,0,-2,54,54,73,73,65,65,54,54,49,49,73,45,48,49,,,,,,,,,
QB,Matt Moore,36,FA,0,0,-2,44,44,70,70,63,63,57,57,52,52,80,47,50,52,,,,,,,,,
QB,Joe Flacco,35,NYJ,1,1500000,-2,51,51,67,67,84,84,61,61,51,51,86,51,51,51,,,,,,,,,
QB,Geno Smith,30,SEA,1,1000000,-2,67,68,82,84,71,72,49,50,48,49,67,43,46,48,,,,,,,,,
QB,Mike Glennon,31,JAX,1,2000000,-2,49,49,54,54,71,71,54,54,41,41,73,42,41,41,,,,,,,,,
QB,Joe Webb,34,FA,0,0,-1,75,75,91,91,61,61,41,41,47,47,77,44,46,47,,,,,,,,,
QB,Matt Simms,32,FA,0,0,-2,61,61,72,72,73,73,52,52,32,32,71,37,34,32,,,,,,,,,
QB,Blake Bortles,29,FA,0,0,-2,59,61,79,82,73,76,54,56,47,49,92,48,47,47,,,,,,,,,
QB,Trevor Siemian,29,FA,0,0,-2,53,54,73,74,63,64,53,54,47,47,71,45,46,47,,,,,,,,,
QB,Cody Kessler,27,FA,0,0,-2,55,57,68,71,67,70,52,54,47,49,78,44,46,47,,,,,,,,,
QB,Brandon Allen,28,FA,0,0,-2,57,58,61,62,65,66,46,47,46,47,71,41,44,46,,,,,,,,,
QB,Kyle Sloter,26,FA,0,0,-2,59,61,69,72,67,70,51,53,46,48,80,45,46,46,,,,,,,,,
QB,Josh Woodrum,28,FA,0,0,-2,59,60,87,89,55,56,44,45,37,38,75,38,37,37,,,,,,,,,
QB,Kyle Shurmur,24,FA,0,0,-2,54,57,70,73,67,70,48,51,42,45,80,40,41,42,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,Ben Braunecker,26,CHI,1,1350000,67,67,87,87,49,49,54,54,72,72,53,53,48,48,46,46,75,52,53,54,,,,
RB,Tarik Cohen,25,CHI,1,570000,84,85,94,95,67,68,54,55,79,80,52,53,57,58,32,32,73,52,53,54,,,,
RB,David Montgomery,23,CHI,3,1000000,73,76,86,89,74,77,65,68,75,78,51,53,84,87,34,35,75,57,62,65,,,,
RB,Giovani Bernard,29,CIN,2,4850000,82,82,93,93,66,66,54,54,78,78,49,49,73,73,38,38,67,52,53,54,,,,
RB,Joe Mixon,24,CIN,1,1360000,82,85,92,95,79,82,78,81,85,88,50,52,88,91,42,44,86,69,75,78,,,,
RB,Cethan Carter,27,CIN,1,2130000,67,67,74,74,54,54,40,40,60,60,51,51,52,52,48,48,71,47,42,40,,,,
RB,Trayveon Williams,23,CIN,3,500000,78,81,83,86,66,69,48,50,68,71,49,51,63,66,29,30,77,47,48,48,,,,
RB,Taiwan Jones,32,BUF,1,1750000,82,82,88,88,65,65,51,51,72,72,46,46,54,54,20,20,77,47,50,51,,,,
RB,Patrick DiMarco,31,BUF,1,2100000,53,53,77,77,51,51,59,59,66,66,45,45,53,53,46,46,84,53,57,59,,,,
RB,T.J. Yeldon,27,BUF,1,1600000,77,77,86,86,69,69,54,54,72,72,48,48,73,73,34,34,69,53,54,54,,,,
RB,Devin Singletary,23,BUF,3,970000,73,76,91,94,74,77,65,68,79,82,46,48,75,78,32,33,88,59,63,65,,,,
RB,Zack Moss,23,BUF,4,500000,75,78,83,86,81,84,36,37,64,67,48,50,78,81,27,28,59,42,38,36,,,,
RB,Melvin Gordon,27,DEN,2,8000000,84,84,92,92,73,73,67,67,80,80,48,48,80,80,35,35,78,63,66,67,,,,
RB,Royce Freeman,24,DEN,2,990000,77,79,83,85,72,74,61,63,72,74,48,49,77,79,35,36,75,57,60,61,,,,
RB,Phillip Lindsay,26,DEN,1,500000,86,86,90,90,72,72,71,71,81,81,46,46,86,86,32,32,73,61,68,71,,,,
RB,Andrew Beck,24,DEN,2,500000,69,70,79,81,57,58,41,42,63,64,52,53,46,47,43,44,67,48,43,41,,,,
RB,Andy Janovich,27,CLE,2,1900000,59,59,74,74,48,48,65,65,68,68,46,46,57,57,46,46,73,60,63,65,,,,
RB,Kareem Hunt,25,CLE,1,3260000,80,82,92,94,83,85,73,74,83,85,52,53,96,98,40,41,77,71,72,73,,,,
RB,Nick Chubb,25,CLE,2,1850000,84,87,83,85,93,96,82,84,80,82,46,47,86,89,35,36,73,79,81,82,,,,
RB,Dontrell Hilliard,25,CLE,1,500000,84,85,88,89,65,66,43,43,70,71,45,45,67,68,29,29,77,46,44,43,,,,
RB,T.J. Logan,26,TB,1,500000,86,86,92,92,66,66,48,48,74,74,49,49,59,59,24,24,78,48,48,48,,,,
RB,Ronald Jones II,23,TB,2,1770000,86,89,93,96,67,70,52,55,77,81,45,47,71,74,28,29,71,52,52,52,,,,
RB,Tanner Hudson,26,TB,1,500000,65,65,77,77,53,53,43,43,61,61,57,57,48,48,41,41,75,47,44,43,,,,
RB,Ke'Shawn Vaughn,23,TB,4,500000,69,69,79,79,75,75,46,46,63,63,63,63,61,61,24,24,54,50,47,46,,,,
RB,Raymond Calais,22,TB,4,500000,84,84,78,78,65,65,43,43,63,63,45,45,71,71,28,28,75,46,44,43,,,,
RB,Kenyan Drake,26,ARI,1,8480000,82,83,90,91,68,69,65,66,78,79,49,49,75,76,31,31,69,58,63,65,,,,
RB,Darrell Daniels,26,ARI,1,500000,73,73,81,81,64,64,42,42,65,65,54,54,48,48,39,39,75,45,43,42,,,,
RB,Chase Edmonds,24,ARI,2,500000,78,80,90,92,65,66,51,52,74,75,48,49,69,70,27,28,69,50,51,51,,,,
RB,Eno Benjamin,21,ARI,4,500000,73,76,86,89,66,69,43,45,69,72,46,48,67,70,32,34,82,50,45,43,,,,
RB,Stephen Anderson,27,LAC,1,500000,69,69,83,83,53,53,46,46,67,67,59,59,49,49,41,41,75,49,47,46,,,,
RB,Austin Ekeler,25,LAC,4,6130000,84,85,92,93,79,80,67,68,81,82,57,58,67,68,34,34,77,60,65,67,,,,
RB,Justin Jackson,24,LAC,1,500000,78,80,90,92,64,65,52,53,74,75,46,47,65,66,27,28,82,49,51,52,,,,
RB,Joshua Kelley,23,LAC,4,500000,75,75,85,85,64,64,37,37,65,65,48,48,84,84,20,20,59,42,39,37,,,,
RB,Anthony Sherman,32,KC,1,1190000,57,57,73,73,47,47,67,67,68,68,48,48,51,51,44,44,90,63,66,67,,,,
RB,Damien Williams,28,KC,1,2550000,80,80,88,88,76,76,71,71,79,79,51,51,77,77,41,41,78,62,68,71,,,,
RB,DeAndre Washington,27,KC,1,1050000,82,82,90,90,70,70,54,54,75,75,46,46,59,59,30,30,80,52,53,54,,,,
RB,Darwin Thompson,23,KC,3,500000,78,80,85,88,65,67,43,44,68,70,48,49,73,75,31,32,80,47,44,43,,,,
RB,Clyde E-Helaire,21,KC,4,500000,75,78,83,86,81,84,36,39,64,69,48,51,78,81,27,29,59,42,38,36,,,,
RB,Roosevelt Nix,28,IND,1,500000,59,59,81,81,46,46,59,59,70,70,42,42,51,51,41,41,80,54,57,59,,,,
RB,Marlon Mack,24,IND,1,500000,78,80,92,94,78,80,73,74,83,85,47,48,78,80,28,29,73,64,70,73,,,,
RB,Nyheim Hines,24,IND,2,500000,86,88,90,92,64,65,49,50,74,75,48,49,67,68,31,32,77,49,49,49,,,,
RB,Jordan Wilkins,26,IND,2,500000,77,77,90,90,64,64,53,53,75,75,47,47,71,71,30,30,65,50,52,53,,,,
RB,Jonathan Taylor,21,IND,4,500000,88,90,90,92,67,68,43,44,73,74,47,48,61,62,30,31,77,49,45,43,,,,
RB,Jamize Olawale,31,DAL,2,1800000,71,71,77,77,52,52,51,51,65,65,45,45,51,51,46,46,84,52,51,51,,,,
RB,Ezekiel Elliott,25,DAL,6,15000000,80,83,95,98,81,84,96,100,92,96,51,53,82,85,39,41,94,82,91,96,,,,
RB,Tony Pollard,23,DAL,3,500000,86,89,83,85,69,71,53,55,71,73,50,52,73,75,27,28,78,51,52,53,,,,
RB,Jordan Howard,26,MIA,2,4880000,78,78,83,83,71,71,63,63,73,73,47,47,94,94,38,38,75,62,63,63,,,,
RB,Matt Breida,25,MIA,1,3260000,90,91,89,90,72,73,59,60,77,78,48,48,73,74,29,29,67,58,59,59,,,,
RB,Kalen Ballage,25,MIA,2,500000,82,83,87,88,69,70,46,46,71,72,47,47,77,78,31,31,82,50,47,46,,,,
RB,Chandler Cox,24,MIA,3,500000,59,60,76,78,46,47,43,44,60,61,48,49,54,55,44,45,78,47,44,43,,,,
RB,Patrick Laird,25,MIA,2,500000,73,74,87,88,68,69,49,49,72,73,48,48,67,68,30,30,77,48,49,49,,,,
RB,Joshua Perkins,27,PHI,1,500000,69,69,82,82,58,58,47,47,66,66,57,57,49,49,48,48,73,48,47,47,,,,
RB,Boston Scott,25,PHI,1,500000,82,83,91,92,65,66,45,45,72,73,48,48,67,68,28,28,75,48,46,45,,,,
RB,Miles Sanders,23,PHI,3,1340000,80,83,89,92,68,71,61,64,77,81,50,53,75,78,31,33,75,56,59,61,,,,
RB,Keith Smith,28,ATL,3,1430000,55,55,84,84,46,46,55,55,68,68,43,43,54,54,44,44,80,51,54,55,,,,
RB,Todd Gurley,26,ATL,1,5500000,82,84,95,98,80,82,77,79,86,89,46,47,78,80,39,40,71,68,74,77,,,,
RB,Brian Hill,25,ATL,1,2130000,77,78,84,85,64,65,49,49,69,70,48,48,69,70,33,33,90,50,49,49,,,,
RB,Ito Smith,25,ATL,2,500000,82,83,83,84,74,75,55,56,71,72,51,52,69,70,30,30,77,54,55,55,,,,
RB,Qadree Ollison,24,ATL,3,500000,73,74,79,81,67,68,47,48,64,65,43,44,80,82,36,37,80,48,47,47,,,,
RB,Kyle Juszczyk,29,SF,1,5250000,63,63,84,84,59,59,67,67,74,74,53,53,54,54,47,47,86,66,67,67,,,,
RB,Jerick McKinnon,28,SF,1,1160000,84,84,96,96,70,70,51,51,79,79,52,52,69,69,40,40,71,53,52,51,,,,
RB,Tevin Coleman,27,SF,1,4250000,86,86,93,93,66,66,69,69,82,82,48,48,75,75,37,37,65,61,66,69,,,,
RB,Raheem Mostert,28,SF,2,2900000,88,88,89,89,71,71,67,67,80,80,45,45,77,77,38,38,73,60,65,67,,,,
RB,Dion Lewis,30,NYG,1,1550000,80,80,94,94,67,67,51,51,77,77,50,50,69,69,33,33,67,50,51,51,,,,
RB,Elijhaa Penny,27,NYG,2,1100000,63,63,76,76,56,56,48,48,62,62,46,46,63,63,45,45,67,51,49,48,,,,
RB,Wayne Gallman,26,NYG,1,500000,78,78,83,83,66,66,59,59,71,71,47,47,69,69,38,38,78,55,58,59,,,,
RB,Saquon Barkley,23,NYG,2,7800000,84,87,96,99,87,90,61,66,82,89,54,57,88,91,32,35,86,67,63,61,,,,
RB,James O'Shaughnessy,28,JAX,1,1110000,67,67,79,79,64,64,54,54,67,67,63,63,51,51,46,46,71,52,53,54,,,,
RB,Leonard Fournette,25,JAX,1,6790000,84,87,84,87,75,78,69,72,75,78,50,52,92,95,37,38,65,68,69,69,,,,
RB,Jeremy McNichols,25,JAX,1,500000,78,79,86,87,63,64,44,44,69,70,47,47,54,55,29,29,78,50,46,44,,,,
RB,Ryquell Armstead,24,JAX,3,500000,80,82,83,85,65,66,50,51,69,70,44,45,69,70,29,30,75,49,50,50,,,,
RB,Le'Veon Bell,28,NYJ,3,13130000,78,78,95,95,79,79,77,77,86,86,54,54,77,77,39,39,73,69,74,77,,,,
RB,Trenton Cannon,26,NYJ,2,500000,84,84,87,87,62,62,43,43,70,70,44,44,61,61,23,23,75,45,44,43,,,,
RB,Trevon Wesco,25,NYJ,3,500000,54,55,81,82,60,61,45,45,64,65,55,56,54,55,43,43,71,50,47,45,,,,
RB,Lamical Perine,22,NYJ,4,500000,73,76,85,88,61,63,42,44,67,70,46,48,65,68,24,25,78,43,42,42,,,,
RB,Kerryon Johnson,23,DET,2,1630000,77,80,85,88,79,82,69,72,76,80,49,51,84,87,34,36,71,66,68,69,,,,
RB,Nick Bawden,24,DET,2,500000,65,66,78,80,44,45,44,45,63,64,46,47,52,53,47,48,78,51,46,44,,,,
RB,D'Andre Swift,21,DET,4,500000,80,83,87,90,81,84,43,46,70,75,48,51,69,72,24,26,90,50,45,43,,,,
RB,Jason Huntley,22,DET,4,500000,63,63,79,79,60,60,46,46,64,64,82,82,67,67,26,26,48,60,51,46,,,,
RB,Tyler Ervin,27,GB,1,1050000,84,84,86,86,64,64,47,47,70,70,41,41,59,59,25,25,73,46,47,47,,,,
RB,Jamaal Williams,25,GB,1,500000,77,78,87,88,70,71,67,68,76,77,51,52,94,95,41,41,73,59,64,67,,,,
RB,Aaron Jones,26,GB,1,500000,82,82,93,93,75,75,80,80,87,87,51,51,86,86,32,32,69,69,76,80,,,,
RB,Dexter Williams,23,GB,3,500000,77,80,86,89,65,68,45,47,69,72,45,47,75,78,27,28,77,46,45,45,,,,
RB,A.J. Dillon,22,GB,4,500000,71,74,84,87,76,79,38,40,65,69,43,46,78,81,30,32,67,42,39,38,,,,
RB,Josiah Deguara,23,GB,4,500000,53,53,72,72,53,53,43,43,60,60,52,52,44,44,43,43,48,46,44,43,,,,
RB,Mike Davis,27,CAR,1,3000000,78,78,86,86,67,67,52,52,72,72,49,49,75,75,35,35,59,51,52,52,,,,
RB,Marcus Murphy,29,CAR,1,500000,77,77,82,82,65,65,51,51,68,68,44,44,67,67,23,23,54,45,49,51,,,,
RB,Christian McCaffrey,24,CAR,6,16020000,84,87,97,100,75,78,94,100,94,100,65,68,96,99,38,40,84,81,90,94,,,,
RB,Alex Armah,26,CAR,1,500000,65,65,81,81,52,52,43,43,65,65,46,46,55,55,44,44,90,53,46,43,,,,
RB,Jordan Scarlett,24,CAR,3,500000,80,82,81,83,66,67,46,47,66,67,41,42,80,82,29,30,82,49,47,46,,,,
RB,Brandon Bolden,30,NE,1,1850000,77,77,85,85,62,62,59,59,73,73,45,45,78,78,41,41,73,54,57,59,,,,
RB,Rex Burkhead,30,NE,1,3250000,69,69,88,88,70,70,63,63,76,76,52,52,78,78,42,42,69,55,60,63,,,,
RB,James White,28,NE,1,4000000,78,78,90,90,74,74,61,61,78,78,59,59,82,82,36,36,77,59,60,61,,,,
RB,Matt LaCosse,28,NE,1,1400000,65,65,73,73,58,58,54,54,65,65,59,59,52,52,41,41,78,52,53,54,,,,
RB,Sony Michel,25,NE,2,2410000,80,83,93,96,69,72,55,57,78,81,46,48,80,83,34,35,75,56,55,55,,,,
RB,Damien Harris,23,NE,3,540000,75,78,78,81,66,69,55,57,67,70,48,50,80,83,35,36,73,52,54,55,,,,
RB,Jalen Richard,27,LV,2,3500000,80,80,87,87,72,72,55,55,73,73,53,53,65,65,36,36,77,52,54,55,,,,
RB,Josh Jacobs,22,LV,3,2980000,75,78,87,90,85,88,73,78,79,85,47,50,92,95,35,37,69,68,71,73,,,,
RB,Alec Ingold,24,LV,2,500000,54,55,72,73,51,52,63,64,66,67,48,49,61,62,47,48,78,57,61,63,,,,
RB,Lynn Bowden,22,LV,4,500000,82,82,87,87,56,56,38,38,61,61,46,46,46,46,25,25,59,53,43,38,,,,
RB,Malcolm Brown,27,LAR,1,1650000,78,78,85,85,71,71,63,63,75,75,42,42,82,82,44,44,75,56,61,63,,,,
RB,Johnny Mundt,26,LAR,1,500000,63,63,80,80,58,58,40,40,63,63,52,52,48,48,43,43,73,46,42,40,,,,
RB,Darrell Henderson,23,LAR,3,1050000,78,81,88,91,67,70,47,49,73,76,48,50,73,76,30,31,78,49,48,47,,,,
RB,Cam Akers,21,LAR,4,500000,80,83,85,88,76,79,44,47,69,74,46,49,78,81,26,28,77,48,45,44,,,,
RB,Mark Ingram,31,BAL,2,5000000,77,77,87,87,83,83,86,86,84,84,51,51,78,78,41,41,73,75,82,86,,,,
RB,Patrick Ricard,26,BAL,2,3650000,51,51,75,75,54,54,61,61,65,65,44,44,48,48,50,50,59,68,63,61,,,,
RB,Justice Hill,23,BAL,3,500000,80,82,88,91,64,66,49,50,72,74,48,49,77,79,31,32,73,49,49,49,,,,
RB,J.K. Dobbins,22,BAL,4,500000,78,79,85,86,67,68,51,52,71,72,44,44,78,79,29,29,41,53,52,51,,,,
RB,Adrian Peterson,35,WAS,1,2520000,80,80,89,89,76,76,75,75,81,81,44,44,73,73,32,32,61,64,71,75,,,,
RB,Logan Thomas,29,WAS,1,3070000,69,69,82,82,62,62,51,51,68,68,54,54,46,46,39,39,77,51,51,51,,,,
RB,Derrius Guice,23,WAS,2,1140000,80,83,93,96,79,82,50,54,76,81,43,46,84,87,37,40,71,57,52,50,,,,
RB,Bryce Love,23,WAS,3,500000,84,84,89,89,66,66,45,45,71,71,48,48,73,73,28,28,61,47,46,45,,,,
RB,Latavius Murray,29,NO,3,3600000,80,80,88,88,76,76,67,67,78,78,48,48,84,84,41,41,63,61,65,67,,,,
RB,Mike Burton,28,NO,1,500000,63,63,78,78,43,43,63,63,69,69,44,44,52,52,47,47,82,58,61,63,,,,
RB,Dwayne Washington,26,NO,1,1050000,80,80,87,87,66,66,51,51,72,72,44,44,69,69,26,26,63,50,51,51,,,,
RB,Alvin Kamara,25,NO,1,960000,78,80,93,95,89,91,78,80,86,88,55,56,80,82,37,38,71,70,75,78,,,,
RB,Nick Bellore,31,SEA,1,1120000,57,57,85,85,38,38,57,57,71,71,42,42,48,48,47,47,75,54,56,57,,,,
RB,Christopher Carson,26,SEA,1,500000,77,77,83,83,89,89,80,80,79,79,46,46,75,75,31,31,69,73,78,80,,,,
RB,Rashaad Penny,24,SEA,2,2690000,80,83,87,90,68,71,57,60,74,78,46,49,82,85,31,33,84,56,57,57,,,,
RB,DeeJay Dallas,22,SEA,4,500000,71,71,79,79,50,50,71,71,68,68,43,43,86,86,29,29,38,60,67,71,,,,
RB,Derek Watt,28,PIT,3,3250000,63,63,75,75,48,48,55,55,65,65,49,49,55,55,45,45,80,53,54,55,,,,
RB,James Conner,25,PIT,1,500000,73,74,82,84,79,81,67,68,74,75,50,51,78,80,40,41,77,65,66,67,,,,
RB,Jaylen Samuels,24,PIT,2,500000,77,79,85,87,64,65,51,52,70,71,52,53,63,64,41,42,82,50,51,51,,,,
RB,Benny Snell Jr.,22,PIT,3,500000,71,74,82,85,71,74,57,59,70,73,46,48,80,83,34,35,86,54,56,57,,,,
RB,Kerrith Whyte Jr.,24,PIT,1,500000,84,87,79,81,64,66,47,48,65,67,45,46,69,71,28,29,75,47,47,47,,,,
RB,Anthony McFarland Jr.,22,PIT,4,500000,80,83,83,86,73,76,46,48,67,70,49,51,54,56,29,30,77,46,46,46,,,,
RB,Derrick Henry,26,TEN,1,10280000,82,84,84,86,83,85,92,94,83,85,44,45,82,84,38,39,80,83,89,92,,,,
RB,Anthony Firkser,25,TEN,1,500000,57,58,83,84,57,58,55,56,69,70,65,66,52,53,41,41,73,52,54,55,,,,
RB,Dalyn Dawkins,26,TEN,2,500000,73,73,80,80,64,64,42,42,63,63,46,46,65,65,30,30,78,40,41,42,,,,
RB,Darrynton Evans,22,TEN,4,500000,82,82,91,91,71,71,45,45,74,74,45,45,54,54,25,25,90,48,46,45,,,,
RB,Ameer Abdullah,27,MIN,1,1050000,78,78,90,90,66,66,43,43,73,73,47,47,59,59,35,35,69,47,44,43,,,,
RB,CJ Ham,27,MIN,4,1800000,67,67,82,82,59,59,61,61,71,71,49,49,59,59,46,46,80,56,59,61,,,,
RB,Dalvin Cook,25,MIN,1,1590000,82,84,94,97,82,84,75,77,85,88,48,49,75,77,34,35,69,69,73,75,,,,
RB,Alexander Mattison,22,MIN,3,510000,73,76,80,83,72,75,59,62,70,74,48,50,84,87,32,34,77,54,57,59,,,,
RB,Duke Johnson,27,HOU,2,5200000,78,78,93,93,73,73,67,67,81,81,54,54,65,65,32,32,77,60,65,67,,,,
RB,David Johnson,29,HOU,2,13000000,77,77,87,87,77,77,55,55,73,73,51,51,75,75,35,35,75,56,55,55,,,,
RB,Gregory Howell,24,HOU,1,500000,75,75,82,82,66,66,42,42,65,65,44,44,61,61,32,32,69,45,43,42,,,,
RB,Cullen Gillaspia,25,HOU,3,500000,77,78,85,86,49,49,41,41,66,67,47,47,52,53,44,44,82,46,43,41,,,,
RB,Rod Smith,28,FA,0,0,73,73,83,83,64,64,57,57,71,71,46,46,71,71,42,42,78,56,57,57,,,,
RB,Josh Ferguson,27,FA,0,0,82,82,89,89,67,67,41,41,71,71,41,41,53,53,32,32,77,45,42,41,,,,
RB,Kenneth Dixon,26,FA,0,0,75,75,88,88,72,72,48,48,71,71,48,48,63,63,26,26,61,50,49,48,,,,
RB,D.J. Foster,27,FA,0,0,80,80,89,89,64,64,41,41,71,71,49,49,59,59,33,33,73,43,42,41,,,,
RB,Dan Vitale,27,FA,0,1300000,71,71,83,83,49,49,43,43,66,66,51,51,54,54,44,44,80,51,46,43,,,,
RB,Darius Jackson,27,FA,0,0,84,84,82,82,65,65,47,47,68,68,44,44,71,71,30,30,78,49,48,47,,,,
RB,Peyton Barber,26,WAS,2,1500000,77,77,85,85,74,74,63,63,75,75,46,46,80,80,40,40,77,57,61,63,,,,
RB,JD McKissic,27,FA,0,0,77,77,91,91,68,68,53,53,75,75,53,53,71,71,30,30,77,52,53,53,,,,
RB,Samaje Perine,25,FA,0,0,75,76,81,82,64,65,41,41,64,65,47,47,75,76,38,38,73,54,45,41,,,,
RB,Alex Ellis,27,FA,0,0,59,59,79,79,48,48,36,36,60,60,54,54,49,49,47,47,73,45,39,36,,,,
RB,Elijah McGuire,26,FA,0,0,78,78,80,80,73,73,49,49,66,66,44,44,69,69,34,34,75,50,49,49,,,,
RB,Khalfani Muhammad,26,FA,0,0,86,86,89,89,65,65,40,40,70,70,45,45,57,57,21,21,67,42,41,40,,,,
RB,Trey Edmunds,26,FA,0,0,80,80,81,81,65,65,48,48,67,67,43,43,57,57,33,33,63,48,48,48,,,,
RB,Pharaoh Brown,26,FA,0,0,57,57,77,77,59,59,38,38,59,59,52,52,53,53,46,46,61,47,41,38,,,,
RB,Dare Ogunbowale,26,FA,0,0,73,73,85,85,65,65,35,35,65,65,46,46,73,73,30,30,82,43,38,35,,,,
RB,John Kelly,24,FA,0,0,71,72,83,85,71,72,47,48,68,69,47,48,65,66,27,28,77,49,48,47,,,,
RB,Bo Scarbrough,24,FA,0,0,77,77,80,80,66,66,51,51,67,67,43,43,73,73,37,37,71,53,52,51,,,,
RB,Elijah Wellman,26,FA,0,0,53,53,84,84,43,43,37,37,64,64,43,43,51,51,47,47,77,35,36,37,,,,
RB,Ricky Ortiz,26,FA,0,0,54,54,77,77,47,47,40,40,60,60,50,50,48,48,44,44,71,46,42,40,,,,
RB,Jeff Wilson Jr.,25,FA,0,0,75,76,84,85,66,67,51,52,69,70,47,47,59,60,31,31,63,49,50,51,,,,
RB,Shaun Wilson,25,FA,0,0,80,81,88,89,62,63,42,42,70,71,46,46,57,58,34,34,75,45,43,42,,,,
RB,Gus Edwards,25,FA,0,0,77,78,82,83,72,73,65,66,72,73,42,42,90,91,31,31,77,59,63,65,,,,
RB,De'Lance Turner,25,FA,0,0,82,83,78,79,63,64,44,44,64,65,43,43,65,66,29,29,73,49,46,44,,,,
RB,Mike Boone,25,MIN,1,500000,80,81,86,87,65,66,44,44,69,70,48,48,73,74,29,29,59,47,45,44,,,,
RB,Darrel Williams,25,FA,0,0,75,76,78,79,66,67,53,54,66,67,48,48,78,79,38,38,77,52,53,53,,,,
RB,Josh Adams,24,FA,0,0,78,80,88,90,69,70,48,49,71,72,44,45,77,79,30,31,75,50,49,48,,,,
RB,Wes Hills,25,FA,0,0,71,72,80,81,68,69,46,46,65,66,46,46,67,68,35,35,65,50,47,46,,,,
RB,Mike Weber,23,FA,0,0,78,78,77,77,66,66,50,50,66,66,47,47,61,61,30,30,77,50,50,50,,,,
RB,Rodney Anderson,24,FA,0,0,78,78,87,87,67,67,48,48,71,71,48,48,78,78,29,29,59,50,49,48,,,,
RB,Myles Gaskin,23,FA,0,0,75,77,82,84,65,67,48,49,68,70,48,49,77,79,29,30,80,48,48,48,,,,
